pscene_id,image_id
358,10459
358,10460
358,10461
358,10462
358,10463
358,10464
358,10465
358,10466
358,10467
358,10468
358,10469
358,10470
359,10471
359,10472
359,10473
360,10474
360,10475
360,10476
360,10477
360,10478
359,10479
359,10480
359,10481
359,10482
359,10483
359,10484
359,10485
359,10486
359,10487
360,10488
360,10489
360,10490
360,10491
360,10492
360,10493
360,10494
360,10495
360,10496
360,10497
360,10498
360,10499
360,10500
360,10501
360,10502
360,10503
360,10504
360,10505
360,10506
360,10507
360,10508
276,10509
276,10510
276,10511
276,10512
276,10513
277,10514
277,10515
277,10516
277,10517
277,10518
277,10519
277,10520
277,10521
277,10522
277,10523
277,10524
277,10525
277,10526
277,10527
277,10528
277,10529
277,10530
277,10531
277,10532
277,10533
277,10534
277,10535
277,10536
277,10537
277,10538
277,10539
277,10540
277,10541
277,10542
277,10543
277,10544
277,10545
277,10546
277,10547
277,10548
277,10549
277,10550
277,10551
277,10552
277,10553
277,10554
277,10555
277,10556
361,10557
361,10558
361,10559
361,10560
361,10561
361,10562
361,10563
361,10564
361,10565
361,10566
361,10567
361,10568
361,10569
361,10570
361,10571
361,10572
361,10573
361,10574
361,10575
361,10576
361,10577
362,10578
362,10579
362,10580
362,10581
362,10582
362,10583
362,10584
362,10585
362,10586
362,10587
362,10588
362,10589
362,10590
362,10591
362,10592
362,10593
362,10594
362,10595
362,10596
362,10597
362,10598
362,10599
362,10600
362,10601
362,10602
362,10603
362,10604
362,10605
362,10606
362,10607
362,10608
362,10609
362,10610
363,10611
363,10612
363,10613
363,10614
363,10615
363,10616
363,10617
363,10618
363,10619
363,10620
363,10621
363,10622
363,10623
363,10624
363,10625
363,10626
363,10627
363,10628
363,10629
363,10630
363,10631
363,10632
363,10633
363,10634
363,10635
363,10636
363,10637
363,10638
363,10639
363,10640
363,10641
363,10642
363,10643
363,10644
363,10645
363,10646
363,10647
363,10648
330,10649
330,10650
330,10651
330,10652
330,10653
330,10654
330,10655
330,10656
330,10657
330,10658
330,10659
330,10660
330,10661
330,10662
330,10663
330,10664
330,10665
330,10666
330,10667
330,10668
330,10669
330,10670
330,10671
330,10672
330,10673
330,10674
330,10675
330,10676
330,10677
330,10678
330,10679
330,10680
330,10681
330,10682
330,10683
330,10684
330,10685
330,10686
330,10687
330,10688
330,10689
330,10690
330,10691
330,10692
330,10693
330,10694
330,10695
330,10696
330,10697
330,10698
330,10699
330,10700
331,10701
331,10702
331,10703
331,10704
331,10705
332,10706
332,10707
330,10708
330,10709
330,10710
330,10711
330,10712
330,10713
330,10714
330,10715
330,10716
330,10717
330,10718
330,10719
330,10720
331,10721
331,10722
331,10723
331,10724
331,10725
331,10726
331,10727
331,10728
331,10729
331,10730
331,10731
331,10732
331,10733
331,10734
331,10735
331,10736
331,10737
331,10738
331,10739
331,10740
331,10741
331,10742
331,10743
331,10744
331,10745
331,10746
331,10747
331,10748
331,10749
331,10750
331,10751
331,10752
332,10753
332,10754
332,10755
332,10756
332,10757
332,10758
332,10759
332,10760
332,10761
332,10762
332,10763
332,10764
332,10765
332,10766
332,10767
332,10768
332,10769
332,10770
332,10771
332,10772
332,10773
332,10774
332,10775
332,10776
312,10777
312,10778
312,10779
312,10780
312,10781
312,10782
312,10783
312,10784
312,10785
312,10786
312,10787
312,10788
312,10789
334,10790
334,10791
334,10792
334,10793
334,10794
334,10795
333,10796
333,10797
333,10798
333,10799
333,10800
333,10801
333,10802
333,10803
334,10804
334,10805
334,10806
334,10807
334,10808
334,10809
334,10810
334,10811
334,10812
334,10813
334,10814
334,10815
334,10816
334,10817
334,10818
334,10819
334,10820
334,10821
333,10822
333,10823
333,10824
333,10825
333,10826
333,10827
333,10828
333,10829
333,10830
333,10831
333,10832
333,10833
333,10834
334,10835
334,10836
334,10837
334,10838
333,10839
334,10840
334,10841
334,10842
334,10843
334,10844
334,10845
334,10846
334,10847
334,10848
334,10849
334,10850
334,10851
334,10852
256,10853
334,10854
334,10855
334,10856
334,10857
334,10858
334,10859
335,10860
335,10861
335,10862
335,10863
335,10864
335,10865
335,10866
335,10867
335,10868
335,10869
335,10870
335,10871
335,10872
333,10873
334,10874
334,10875
334,10876
335,10877
335,10878
335,10879
335,10880
335,10881
335,10882
335,10883
335,10884
335,10885
335,10886
335,10887
335,10888
335,10889
335,10890
335,10891
310,10892
309,10893
309,10894
309,10895
309,10896
309,10897
309,10898
309,10899
309,10900
309,10901
309,10902
309,10903
310,10904
310,10905
310,10906
310,10907
310,10908
310,10909
310,10910
310,10911
310,10912
333,10913
333,10914
310,10916
310,10917
310,10918
310,10919
310,10920
310,10921
310,10922
310,10923
310,10924
311,10925
311,10926
311,10927
311,10928
311,10929
309,10930
310,10931
309,10932
310,10933
311,10934
311,10935
310,10936
310,10937
312,10938
311,10939
311,10940
311,10941
311,10942
309,10943
311,10944
311,10945
311,10946
311,10947
311,10948
311,10949
311,10950
311,10951
311,10952
311,10953
311,10954
311,10955
311,10956
311,10957
311,10958
311,10959
311,10960
311,10961
311,10962
311,10963
311,10964
311,10965
311,10966
311,10967
311,10968
257,10969
257,10970
257,10971
257,10972
258,10973
258,10974
677,10975
677,10976
677,10977
677,10978
677,10979
255,10981
255,10982
255,10983
255,10984
257,10985
257,10986
258,10987
258,10988
255,10989
677,10990
677,10991
258,10992
256,10993
256,10994
256,10995
256,10996
256,10997
255,10998
255,10999
255,11000
255,11001
255,11002
256,11003
256,11004
256,11005
256,11006
256,11007
256,11008
256,11009
256,11010
256,11011
256,11012
256,11013
256,11014
256,11015
256,11016
256,11017
256,11018
256,11019
256,11020
256,11021
249,11022
249,11023
249,11024
249,11025
249,11026
249,11027
249,11028
249,11029
249,11030
151,11031
151,11032
151,11033
151,11034
151,11035
151,11036
151,11037
151,11038
151,11039
151,11040
151,11041
151,11042
151,11043
151,11044
151,11045
151,11046
151,11047
151,11048
151,11049
151,11050
151,11051
151,11052
151,11053
151,11054
152,11055
376,11056
376,11057
376,11058
376,11059
620,11060
620,11061
620,11062
620,11063
620,11064
620,11065
621,11066
621,11067
621,11068
621,11069
621,11070
621,11071
621,11072
621,11073
621,11074
621,11075
