kashira_id,play_id
36,83
116,83
33,83
94,83
94,83
94,83
94,83
111,19
33,19
90,19
33,19
35,19
29,19
103,19
42,19
31,19
118,19
126,19
50,19
11,19
111,19
37,19
90,19
26,19
35,19
111,19
33,19
90,19
33,19
35,19
29,19
103,19
42,19
31,19
118,19
126,19
50,19
11,19
111,19
37,19
90,19
26,19
35,19
111,19
33,19
90,19
33,19
35,19
29,19
103,19
42,19
31,19
118,19
126,19
50,19
11,19
111,19
37,19
90,19
26,19
35,19
11,19
111,19
29,19
35,19
33,22
37,22
87,22
87,22
66,22
111,22
107,22
90,22
94,22
0,22
89,22
35,22
77,22
87,22
31,22
42,22
14,22
111,22
37,22
87,22
66,22
111,22
87,22
33,22
37,22
87,22
87,22
66,22
111,22
107,22
90,22
94,22
0,22
89,22
35,22
77,22
87,22
31,22
42,22
14,22
111,22
35,22
77,22
87,22
111,22
42,22
14,22
111,22
111,22
35,22
90,61
33,61
70,61
0,61
26,61
42,61
94,61
103,61
41,61
111,61
14,61
0,61
0,61
87,61
35,61
35,61
118,61
111,61
90,61
33,61
70,61
0,61
26,61
42,61
94,61
103,61
41,61
111,61
14,61
0,61
0,61
87,61
35,61
35,61
118,61
111,61
90,61
33,61
70,61
0,61
26,61
42,61
94,61
103,61
41,61
111,61
14,61
0,61
0,61
87,61
35,61
35,61
118,61
111,61
90,61
33,61
70,61
0,61
26,61
42,61
94,61
103,61
41,61
111,61
14,61
0,61
0,61
87,61
35,61
35,61
118,61
111,61
33,96
111,96
108,96
118,71
87,71
94,71
106,71
111,71
35,71
107,71
103,71
103,71
81,71
35,31
118,31
70,31
35,31
37,31
26,31
103,72
103,72
33,72
26,72
29,72
33,72
103,72
103,72
33,72
26,72
29,72
33,72
103,72
103,72
33,72
26,72
29,72
33,72
107,75
90,75
118,75
111,75
35,75
36,83
116,83
33,83
118,5
128,5
80,5
33,5
111,5
35,5
103,5
70,5
94,5
118,5
128,5
118,5
111,5
108,5
103,5
60,5
103,5
45,5
35,20
33,20
81,20
87,20
111,58
118,58
26,58
103,58
111,97
14,97
94,97
90,97
66,97
50,97
89,97
45,97
70,97
33,97
0,98
26,98
111,98
33,98
6,98
26,99
33,99
103,99
111,99
6,99
15,99
37,99
116,99
98,99
35,99
69,99
24,99
24,99
24,99
24,99
111,99
111,99
111,99
70,99
6,99
29,99
6,99
111,99
88,99
,99
,99
26,99
33,99
103,99
111,99
6,99
15,99
37,99
116,99
98,99
35,99
69,99
24,99
24,99
24,99
24,99
111,99
111,99
111,99
70,99
6,99
29,99
6,99
111,99
88,99
,99
,99
26,99
33,99
103,99
111,99
6,99
15,99
37,99
116,99
98,99
35,99
69,99
24,99
24,99
24,99
24,99
111,99
111,99
111,99
70,99
6,99
29,99
6,99
111,99
88,99
,99
,99
26,99
33,99
103,99
111,99
6,99
15,99
37,99
116,99
98,99
35,99
69,99
24,99
24,99
24,99
24,99
111,99
111,99
111,99
70,99
6,99
29,99
6,99
111,99
88,99
,99
,99
26,99
33,99
103,99
111,99
6,99
15,99
37,99
116,99
98,99
35,99
69,99
24,99
24,99
24,99
24,99
111,99
111,99
111,99
70,99
73,99
29,99
6,99
111,99
88,99
,99
,99
26,99
33,99
103,99
111,99
6,99
15,99
37,99
116,99
98,99
35,99
69,99
24,99
24,99
24,99
24,99
111,99
111,99
111,99
70,99
73,99
29,99
6,99
111,99
88,99
,99
,99
26,99
33,99
103,99
111,99
6,99
15,99
37,99
116,99
98,99
35,99
69,99
24,99
24,99
24,99
24,99
111,99
111,99
111,99
70,99
73,99
29,99
6,99
111,99
88,99
,99
,99
94,92
103,92
92,92
41,92
35,92
35,92
35,24
118,24
111,24
35,24
3,24
86,35
14,35
94,35
92,35
66,35
50,35
89,35
45,35
33,35
70,35
36,100
35,100
108,100
33,72
103,72
29,72
26,72
106,72
33,72
33,72
103,72
29,72
26,72
106,72
33,72
111,82
42,82
33,82
45,82
111,82
111,82
111,101
70,101
13,101
89,101
103,101
35,101
35,101
111,101
94,101
14,101
90,101
42,101
103,101
111,101
26,101
35,101
33,101
103,65
112,65
87,65
94,65
37,65
111,65
36,65
33,60
111,60
35,38
54,38
111,38
14,38
111,38
111,38
35,38
118,38
45,38
90,38
126,38
48,38
42,38
87,38
35,38
87,38
87,38
37,38
106,38
14,38
42,38
42,38
103,38
70,38
87,38
42,38
42,38
14,38
42,38
42,38
103,38
70,38
87,38
42,38
42,38
111,101
70,101
13,101
89,101
103,101
35,101
35,101
111,101
94,101
14,101
90,101
42,101
103,101
26,101
35,101
33,101
87,7
90,7
33,7
14,7
70,7
87,7
111,7
111,7
42,7
111,7
70,7
33,7
94,7
111,7
94,7
94,29
37,29
31,29
87,29
86,29
37,29
26,29
94,29
66,29
111,29
70,29
31,29
70,29
29,29
94,29
70,29
33,29
106,29
33,29
70,29
35,29
29,29
37,29
130,102
70,102
35,102
118,103
94,103
111,103
85,103
85,103
85,103
85,103
85,103
39,103
84,103
111,103
33,23
33,23
36,23
45,23
103,23
13,23
94,23
103,23
6,23
87,23
41,33
106,33
36,73
29,73
26,73
118,73
103,73
35,73
118,73
111,73
111,73
118,73
116,73
103,73
111,73
103,73
6,73
35,73
103,73
36,73
116,73
36,73
87,73
103,73
94,73
35,73
103,73
6,73
6,73
111,73
118,73
111,73
103,73
118,73
111,73
118,73
103,73
111,73
70,73
90,73
81,73
70,73
103,73
90,73
70,73
89,73
108,73
111,73
35,73
81,73
118,73
11,73
106,73
30,73
13,73
111,73
103,73
103,73
35,73
106,73
118,73
13,73
111,73
103,73
103,73
35,73
106,73
118,73
13,73
111,73
103,73
103,73
35,73
106,73
118,73
60,73
45,73
35,73
87,73
60,73
45,73
35,73
87,73
80,73
103,73
103,73
6,73
94,73
35,73
29,73
106,73
103,73
80,73
103,73
103,73
6,73
94,73
35,73
29,73
106,73
103,73
118,73
11,73
106,73
30,73
60,73
13,73
111,73
103,73
103,73
36,73
45,73
87,73
103,73
87,73
103,73
6,73
80,73
6,73
94,73
35,73
29,73
54,73
94,73
116,73
,73
,73
115,57
14,57
111,57
94,57
70,57
107,57
111,57
94,57
107,57
115,57
70,57
86,57
35,57
111,57
94,57
107,57
115,57
70,57
86,57
35,57
35,39
36,39
26,34
90,34
108,34
103,34
33,34
112,104
34,104
35,104
70,104
48,104
14,104
9,104
17,104
17,104
15,104
89,104
111,104
112,104
34,104
35,104
70,104
48,104
14,104
9,104
17,104
17,104
15,104
89,104
111,104
111,32
112,45
6,45
6,45
103,45
103,45
87,45
103,45
112,45
6,45
6,45
103,45
103,45
87,45
103,45
6,45
103,45
112,45
103,45
103,45
87,45
103,45
19,45
48,45
94,45
103,45
35,45
37,45
111,45
35,45
6,45
103,45
112,45
103,45
103,45
87,45
103,45
19,45
48,45
94,45
103,45
35,45
37,45
111,45
35,45
36,105
103,105
66,105
118,105
111,105
111,105
103,21
35,21
6,21
103,21
70,21
35,21
87,21
6,21
37,21
87,21
70,21
103,21
33,96
111,96
108,96
111,35
33,35
14,35
94,35
90,35
45,35
66,35
89,35
70,35
33,35
3,63
35,63
33,63
103,63
3,63
103,63
33,63
35,63
26,63
35,63
26,63
33,63
35,63
33,63
48,63
3,63
80,63
26,63
35,63
111,63
48,63
118,63
26,63
81,63
36,63
70,63
35,63
118,63
36,63
103,63
36,63
70,63
35,63
118,63
36,63
103,63
33,63
106,63
33,63
90,63
48,63
33,63
90,63
94,63
94,63
94,63
26,63
33,63
48,63
94,63
35,63
70,63
33,63
36,63
35,63
118,63
111,63
111,63
36,63
118,63
103,63
103,63
14,63
111,63
26,63
11,16
48,16
103,16
111,16
35,16
106,16
90,16
11,16
103,16
111,16
35,16
106,16
118,16
11,16
45,82
111,82
53,82
42,82
33,82
111,82
118,49
70,49
35,49
37,49
26,49
106,49
36,100
35,100
108,100
36,2
111,2
94,2
70,2
48,2
103,2
70,2
87,2
94,2
36,2
92,2
15,2
80,2
53,2
111,2
6,2
48,2
111,2
103,90
35,90
42,90
42,90
4,90
103,90
11,90
70,90
3,90
26,90
37,90
87,90
103,90
35,90
42,90
42,90
4,90
103,90
11,90
70,90
3,90
26,90
37,90
87,90
0,172
0,172
0,172
87,6
33,6
35,6
90,6
108,6
111,6
33,6
46,88
46,88
33,110
26,110
116,110
111,110
118,110
42,110
42,110
116,110
87,110
26,110
111,110
14,110
116,110
111,110
118,110
30,110
70,110
103,110
48,110
94,110
111,110
33,110
106,110
70,110
48,110
103,110
87,110
94,110
35,110
80,110
50,110
42,110
94,110
103,110
35,110
33,110
42,110
87,110
126,110
116,110
111,110
26,110
118,110
103,110
94,110
90,110
103,110
33,110
106,110
26,110
42,110
103,110
31,110
31,110
11,110
89,110
118,110
88,110
42,110
106,110
111,110
11,110
88,110
118,110
89,110
42,110
106,110
6,45
6,45
112,45
103,45
103,45
33,60
111,60
41,33
45,82
111,82
54,82
42,82
33,82
111,82
116,83
33,83
31,83
94,83
94,83
33,62
103,41
14,41
111,41
33,41
111,41
116,41
36,66
103,66
4,66
111,66
103,66
90,77
4,77
103,77
42,77
36,77
11,16
29,16
48,16
103,16
111,16
35,16
106,16
90,16
11,16
103,16
111,16
35,16
106,16
90,16
11,16
14,54
111,54
13,54
94,54
103,54
80,54
33,54
35,54
118,36
90,111
111,111
0,111
0,111
0,111
0,111
90,111
33,111
111,111
87,111
94,111
111,111
0,112
0,112
0,112
0,112
0,112
0,112
0,112
0,112
0,112
0,112
0,112
0,112
0,112
0,112
0,112
0,112
0,112
0,112
0,112
0,112
36,83
116,83
33,83
94,83
94,83
94,83
94,83
35,106
70,106
87,106
37,106
103,106
90,106
103,106
103,106
14,106
87,106
106,106
42,106
35,106
70,106
87,106
37,106
103,106
90,106
103,106
103,106
14,106
87,106
106,106
42,106
103,41
14,41
111,41
33,41
111,41
116,41
111,107
111,107
0,172
0,172
0,172
0,172
90,95
108,95
131,95
94,95
94,95
94,95
4,95
103,95
35,95
103,95
11,95
42,95
42,95
90,95
108,95
131,95
94,95
94,95
94,95
4,95
103,95
35,95
103,95
11,95
42,95
42,95
112,104
33,104
35,104
70,104
48,104
14,104
42,104
89,104
111,104
112,104
33,104
35,104
70,104
48,104
14,104
42,104
89,104
111,104
126,25
35,106
70,106
87,106
37,106
103,106
90,106
103,106
103,106
14,106
35,106
106,106
42,106
35,106
70,106
87,106
37,106
103,106
90,106
103,106
103,106
14,106
35,106
106,106
42,106
90,75
103,75
35,75
111,75
118,75
17,107
9,107
9,107
9,107
111,107
111,107
111,107
90,18
106,18
35,18
116,18
70,18
111,27
111,27
26,27
11,27
37,27
111,27
111,27
26,27
11,27
37,27
108,59
42,59
81,59
115,59
103,17
20,17
6,17
15,17
15,17
87,17
6,17
36,17
103,17
4,17
6,17
103,17
20,17
6,17
15,17
15,17
87,17
6,17
36,17
103,17
4,17
6,17
103,17
20,17
6,17
15,17
15,17
87,17
6,17
36,17
103,17
4,17
6,17
15,1
103,1
33,1
111,1
103,1
77,1
116,1
87,1
54,1
118,1
66,1
90,1
111,1
35,1
13,1
94,1
70,1
15,1
103,1
33,1
111,1
103,1
77,1
116,1
87,1
54,1
118,1
66,1
90,1
111,1
35,1
13,1
94,1
70,1
15,1
103,1
33,1
111,1
103,1
77,1
116,1
87,1
54,1
118,1
66,1
90,1
111,1
35,1
13,1
94,1
70,1
118,75
11,75
116,75
70,75
35,75
107,75
111,75
90,75
118,75
11,75
116,75
70,75
35,75
107,75
111,75
90,75
118,75
11,75
116,75
70,75
35,75
107,75
111,75
90,75
90,108
33,108
35,108
80,108
111,108
111,108
45,108
70,108
103,40
111,40
26,40
90,40
90,40
4,40
87,40
90,40
4,40
111,40
90,40
4,40
111,40
35,40
90,40
4,40
26,34
90,34
108,34
103,34
33,34
87,7
90,7
33,7
14,7
70,7
87,7
87,7
90,7
33,7
14,7
70,7
94,7
111,7
111,7
42,7
111,7
70,7
33,7
94,7
103,17
20,17
6,17
15,17
87,17
6,17
36,17
103,17
4,17
6,17
15,17
87,17
6,17
36,17
103,17
4,17
6,17
26,40
90,40
87,40
111,40
35,40
26,40
90,40
87,40
111,40
35,40
26,40
90,40
87,40
111,40
35,40
70,7
90,7
14,7
94,7
87,7
94,7
77,7
111,7
111,7
111,7
103,7
15,7
94,7
70,7
90,7
14,7
94,7
87,7
94,7
77,7
111,7
111,7
111,7
103,7
15,7
94,7
36,100
35,100
108,100
35,85
33,85
35,85
70,85
35,85
94,85
36,85
103,85
91,85
35,113
31,113
103,113
111,113
103,113
42,113
35,113
35,113
31,113
33,113
94,113
94,113
35,113
42,113
94,113
103,113
45,113
31,113
35,113
90,113
0,113
0,113
0,113
118,73
11,73
106,73
30,73
80,73
103,73
103,73
6,73
94,73
35,73
29,73
106,73
103,73
80,73
103,73
103,73
6,73
94,73
35,73
29,73
106,73
103,73
48,32
80,32
119,32
45,32
48,32
35,32
80,32
77,32
111,32
35,32
37,23
33,23
33,23
36,23
45,23
103,23
89,23
94,23
103,23
42,23
87,23
90,6
111,6
33,6
42,6
14,87
80,87
48,87
13,87
33,87
103,87
31,87
42,87
94,87
118,114
89,114
116,114
70,114
14,114
111,114
90,114
36,114
33,114
111,114
118,114
89,114
116,114
70,114
14,114
111,114
90,114
36,114
33,114
111,114
33,29
111,29
70,29
94,29
111,109
80,109
87,109
35,16
118,16
33,16
106,16
6,16
103,16
111,16
33,16
108,16
35,16
118,16
33,16
106,16
6,16
103,16
111,16
33,16
108,16
11,16
111,16
81,16
33,16
35,16
103,16
35,16
103,16
36,16
11,16
111,16
81,16
33,16
35,16
103,16
35,16
103,16
36,16
29,16
118,16
111,16
103,16
106,16
15,16
26,16
6,16
33,16
20,16
35,16
37,16
6,16
36,16
11,16
29,16
48,16
103,16
118,16
35,16
106,16
111,16
11,16
103,16
118,16
35,16
106,16
111,16
11,16
111,119
35,16
106,16
45,16
70,16
106,16
118,16
35,16
33,16
35,16
111,16
33,16
6,16
33,16
108,16
11,16
111,16
81,16
33,16
35,16
103,16
35,16
103,16
36,16
11,16
111,16
81,16
33,16
35,16
103,16
35,16
103,16
36,16
29,16
118,16
111,16
103,16
106,16
15,16
26,16
6,16
33,16
20,16
35,16
37,16
6,16
36,16
11,16
29,16
48,16
103,16
118,16
35,16
106,16
111,16
11,16
103,16
118,16
35,16
106,16
111,16
11,16
111,115
21,102
111,97
14,97
45,97
70,97
33,97
94,29
66,29
111,29
70,29
37,72
118,72
106,72
37,72
118,72
106,72
90,6
108,6
124,6
33,6
33,62
37,11
29,11
3,11
6,11
35,11
103,11
103,11
80,11
103,11
103,11
103,11
111,11
35,11
33,11
29,11
80,11
103,11
103,11
103,11
111,11
35,11
33,11
29,11
80,11
103,11
103,11
103,11
111,11
35,11
33,11
29,11
80,11
103,11
103,11
103,11
111,11
35,11
33,11
29,11
80,3
86,3
70,3
94,3
111,3
111,3
33,3
94,3
70,3
14,3
33,3
20,25
92,82
92,82
86,82
15,82
54,82
50,82
45,82
111,82
33,82
86,82
87,58
111,58
33,58
26,58
103,58
111,58
35,58
87,58
111,58
33,58
26,58
103,58
111,58
35,58
108,58
111,58
125,58
30,58
103,58
108,58
111,58
125,58
30,58
103,58
30,58
41,58
119,58
20,58
14,58
13,58
35,58
31,58
33,58
30,58
41,58
119,58
20,58
14,58
13,58
35,58
31,58
33,58
46,58
111,58
10,58
33,58
111,58
116,58
14,58
103,90
94,90
36,90
111,90
33,90
111,90
103,90
35,90
35,90
26,90
42,90
42,90
103,90
91,90
11,90
70,90
3,90
37,90
87,90
103,90
94,90
36,90
111,90
33,90
111,90
103,90
35,90
35,90
26,90
42,90
42,90
103,90
91,90
11,90
70,90
3,90
37,90
87,90
103,90
94,90
36,90
111,90
33,90
111,90
103,90
35,90
35,90
26,90
42,90
42,90
103,90
91,90
11,90
70,90
3,90
37,90
87,90
29,93
106,93
77,93
103,93
87,93
87,93
103,93
42,93
66,93
94,93
106,93
3,93
103,93
87,93
103,93
42,93
66,93
94,93
106,93
3,93
103,93
87,93
103,93
42,93
66,93
94,93
106,93
3,93
103,93
87,93
103,93
42,93
66,93
94,93
106,93
3,93
103,93
35,93
70,93
4,93
14,93
35,93
41,93
108,93
115,93
4,93
33,93
14,93
35,93
41,93
108,93
115,93
4,93
33,93
112,45
42,45
42,45
103,45
103,45
87,45
103,45
112,45
42,45
42,45
103,45
103,45
87,45
103,45
33,60
111,60
35,70
111,70
14,70
103,30
94,30
111,30
87,30
36,30
103,30
94,30
111,30
87,30
36,30
103,30
94,30
111,30
87,30
36,30
128,80
118,80
60,80
111,80
14,80
92,80
103,80
94,80
77,80
77,80
77,80
111,74
37,72
106,72
37,72
118,72
106,72
118,72
106,72
37,72
118,72
106,72
118,72
106,72
33,72
103,72
29,72
26,72
106,72
33,72
33,72
103,72
29,72
26,72
106,72
33,72
103,90
35,90
42,90
42,90
4,90
103,90
11,90
70,90
3,90
26,90
37,90
87,90
103,90
35,90
42,90
42,90
4,90
103,90
11,90
70,90
3,90
26,90
37,90
87,90
111,116
14,116
94,116
92,116
50,116
66,116
89,116
45,116
70,116
33,116
35,31
118,31
70,31
35,31
37,31
26,31
30,72
111,72
106,72
36,72
103,72
103,72
103,72
103,72
87,72
118,72
87,72
36,72
111,72
118,72
37,72
118,72
111,72
37,72
118,72
106,72
118,72
111,72
37,72
118,72
106,72
36,72
90,72
33,72
70,72
48,72
29,72
14,72
118,72
26,72
103,72
87,72
89,72
108,72
14,72
118,72
26,72
103,72
87,72
89,72
108,72
103,72
33,72
103,72
29,72
103,72
33,72
103,72
29,72
106,72
33,72
111,72
111,72
14,72
70,72
103,72
42,72
103,72
37,72
35,72
36,72
111,119
33,120
35,120
26,120
6,120
111,120
90,120
87,120
77,120
111,80
60,80
128,80
118,80
111,80
14,80
90,80
103,80
77,80
77,80
77,80
13,121
106,121
111,121
90,62
118,62
37,62
107,62
111,62
6,62
3,62
103,62
6,62
90,108
33,108
35,108
80,108
111,108
111,108
45,108
70,108
111,63
0,55
103,55
103,55
0,55
103,55
35,55
106,55
33,55
37,55
0,55
103,55
0,55
103,55
35,55
106,55
37,55
14,55
111,55
29,55
87,55
116,55
118,55
128,55
94,55
94,55
94,55
3,55
94,55
118,55
111,55
111,55
128,55
3,55
45,48
108,48
111,48
111,48
111,48
77,48
77,48
77,48
15,48
111,48
18,48
35,48
70,48
94,48
90,82
111,82
15,82
54,82
50,82
45,82
111,82
33,82
33,82
35,122
37,122
90,122
128,122
35,122
42,122
37,122
36,122
42,1
77,1
33,1
87,1
111,1
103,1
116,1
118,1
54,1
35,1
66,1
35,1
13,1
90,1
111,1
33,1
42,1
35,1
33,1
70,1
66,1
90,1
111,74
94,29
66,29
111,29
70,29
36,83
116,83
33,83
94,83
94,83
94,83
94,83
111,78
103,78
35,78
3,78
35,78
33,78
36,78
26,78
111,78
103,78
3,78
26,78
42,78
35,78
107,78
106,78
116,78
36,78
35,78
33,78
106,78
116,78
20,78
111,78
42,78
35,78
107,78
116,78
36,78
14,78
111,78
73,78
91,78
103,78
66,78
42,78
42,78
35,78
106,78
106,78
14,78
111,78
103,78
66,78
103,78
108,78
11,78
36,78
87,78
106,78
66,78
106,78
94,78
94,78
94,78
92,78
37,78
87,78
106,78
103,78
106,78
94,78
94,78
87,78
70,78
91,78
13,78
118,78
106,78
103,78
36,78
106,78
103,27
35,27
6,27
36,27
29,27
35,27
106,27
91,27
106,27
35,27
103,27
103,27
6,27
6,15
87,15
54,15
91,15
111,15
33,15
94,15
87,15
103,26
6,26
106,26
111,26
87,26
87,26
94,26
35,26
103,26
6,26
106,26
111,26
87,26
87,26
94,26
35,26
35,22
94,22
70,22
111,22
15,22
14,22
111,22
111,22
35,22
111,47
14,47
111,47
11,47
87,27
87,27
87,27
81,27
111,27
106,27
87,27
106,27
3,27
112,27
35,27
36,27
29,27
35,27
94,27
94,27
103,27
91,27
35,27
91,27
103,27
103,27
111,27
36,100
35,100
108,100
45,48
108,48
111,48
111,48
111,48
93,48
77,48
77,48
42,48
108,48
111,48
35,48
70,48
94,48
42,14
33,14
103,14
119,14
70,14
79,14
36,30
33,30
87,30
13,30
106,30
33,30
108,30
42,30
36,30
103,30
94,30
14,30
111,30
112,30
106,30
103,30
112,30
111,30
36,30
103,73
6,73
6,73
80,73
94,73
103,73
35,73
103,73
29,73
103,73
6,73
